,FORM VALIDASI MASTER OLAH DATA KALIBRASI,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Lingkup Kalibrasi                                                    :,,Suhu,,,,,,,,,,,,,,,,,,,,
,Jenis/Type Pengukuran                                       :,,TIDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,No.,Master Name,Last Modified Date,Detail Modified,PIC,,CHECK,,VALIDATION,,Notes/Revision,,,,,,,,,,,,
,5,Master Olah Data_Suhu_TIDS 2022,2022-08-23T00:00:00,"-Adding DropBox Dryblock on ""INPUT DATA"" sheet and updating IF rules on ""Perhitungan U95%"" sheet (stabilitas dan inhomogenitas dryblock) budget uncertainty.
- Updating PT100 calibration value on ""Standar Kalibrator"" sheet, and rules on ""FC Prt PT100"" sheet.",HN,,NR,,,,Update rekalibrasi std constant 2022,,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2022-08-23T00:00:00,Date:,2022-08-25T00:00:00,Date:,,,,,,,,,,,,,,
,6,Master Olah Data_Suhu_TIDS 2022,2022-09-18T00:00:00,"-Updating new calibration Constant on ""Standar Kalibrator"" & ""Standar-Constant"" sheet.",HN,,NR,,,,"Update IK order number based on DID on database, adding TH-3 s/d 7,
update PT100",,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2022-09-18T00:00:00,Date:,2022-09-21T00:00:00,Date:,,,,,,,,,,,,,,
,7,Master Olah Data_Suhu_TIDS 2022,2022-10-25T00:00:00,"-Updating ""Database"" sheet: IK order number based on DID, adding TH-3 s/d 7
-Updating ""Sensor PT100"" sheet based on additional ""FC Prt Pt100"" sheet calibration value.
-Updating TH calculation on ""Perhitungan FC"" sheet.",HN,,NR,,,,"Update drift standar kalibrator, budget u95%",,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2022-10-25T00:00:00,Date:,2022-10-26T00:00:00,Date:,,,,,,,,,,,,,,
,8,Master Olah Data_Suhu_TIDS 2022,2022-12-21T00:00:00,"-Perubahan nilai drift kalibrator sensor dan recorder
- update identitas kalibrator pada cmc dsesuaikan dengan sertifikatnya
- update nilai drift std sensor dan temp.calibrator
-update nilai u untuk variasi axial dan variasi antar lubang dryblok",NR,,NR,,,,Update latest survaylen 2022 revision result,,,,,,,,,,,,
,,,,,Position :,Supervisor,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2022-12-21T00:00:00,Date:,2022-12-22T00:00:00,Date:,,,,,,,,,,,,,,
,9,Master Olah Data_Suhu_TIDS,2023-02-22T00:00:00,"-Remove lokasi kalibrasi table on ""Database"" sheet
-Adding DR on pelaksana kalibrasi on ""Database"" sheet
-Changing jabatan according to latest SO on ""Database"" sheet
-Updating IK on ""Database"" sheet
-Adding ""- Calibration results are not to be announced and only apply to related tools -"" statement on ""Sertifikat"" sheet
-Updating Victor recalibration 2023 and drift on ""Standar Kalibrator"" and ""STANDAR-VICTOR (REC-1)"" sheet 
-Adding calibrator status monitoring on ""Input Data"" sheets",HN,,NR,,,,Cek RLK baru terhadap CMC jika sudah terbit,,,,,,,,,,,,
,,,,,Position :,,Position :,Supervisor,Position :,,,,,,,,,,,,,,
,,,,,Date:,2023-02-22T00:00:00,Date:,2023-02-22T00:00:00,Date:,,,,,,,,,,,,,,
,10,Master Olah Data_Suhu_TIDS-Recorder,2024-06-21T00:00:00,Mengganti koreksi dan u95 untuk recorder graptech,HN,,,,,,[NAMA PELANGGAN DIREDAKSI],,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-06-21T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,11,Master Olah Data_Suhu_TIDS-Recorder,2024-08-08T00:00:00,"Update recalibration 2024 TH 3 s/d 6
Update no IK latest revision (after reakreditasi 2024)",HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-08-08T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,12,Master Olah Data_Suhu_TIDS-Recorder,2024-09-17T00:00:00,Update recalibration tc type n & k,HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-09-17T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,13,Master Olah Data_Suhu_TIDS-Recorder,2024-10-28T00:00:00,Update CMC Hasil Reakreditasi,HN,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2024-10-28T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,14,Master Olah Data_Suhu_TIDS-Recorder,2025-04-25T00:00:00,"Update Database (Recalibration 2025 TH 2), Update Nilai Koreksi dan U95% Dari PT-100 (-40-200 C)",DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-04-25T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,15,Master Olah Data_Suhu_TIDS-Recorder,2025-05-23T00:00:00,"Update Database (Recalibration 2025 TH 2), Update Nilai Koreksi dan U95% Dari PT-100 (-40-200 C)",NS,,,,,,,,,,,,,,,,,,
,,,,,Position :,,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-04-25T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,16,Master Olah Data_Suhu_TIDS-Recorder,,Update Correction & U95% Value of thermocouple Type K at 'Standard Recorder' sheets.,DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,,Date:,,Date:,,,,,,,,,,,,,,
,17,Master Olah Data_Suhu_TIDS-Recorder,,"Update Correction, U95% Value of thermocouple Type N at 'Standard Recorder' sheets & Drift Rec TC Type K & N.",DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,,Date:,,Date:,,,,,,,,,,,,,,
,18,Master Olah Data_Suhu_TIDS-Recorder,2025-11-26T00:00:00,"-Updating ""Database"" sheet:  TH-1, TH-2, TH-3, TH-4, TH-6 & TH-7. Change to Xiaomi",DR,,,,,,,,,,,,,,,,,,
,,,,,Position :,Data Analyst,Position :,,Position :,,,,,,,,,,,,,,
,,,,,Date:,2025-11-26T00:00:00,Date:,,Date:,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,,,,,,,,,
,User Requirement,,,,,,,,,,,,,,,,,,,,,,
,1,Use Microsoft Office 2016 or higher versions for a better performance.,,,,,,,,,,,,,,,,,,,,,
,2,Enable excel with macro warnings.,,,,,,,,,,,,,,,,,,,,,
,3,Please Enable Developer Tab before using this master worksheet.,,,,,,,,,,,,,,,,,,,,,
,,How to enable Developer Tab:,,,,,,,,,,,,,,,,,,,,,
,,"*Click File-Options-Customize Ribbons- Check (√) ""Developer"" on Main Tabs-OK",,,,,,,,,,,,,,,,,,,,,
,4,Fill the raw data (calibration results) on INPUT DATA sheet.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Validation Rules,,,,,,,,,,,,,,,,,,,,,,
,1,Please fill existing format in this sheet with the detailed revision/change.,,,,,,,,,,,,,,,,,,,,,
,2,Write down the actual date and PIC/Checker/Validator name.,,,,,,,,,,,,,,,,,,,,,
,3,"Save as the new revision master's file in the same location without deleting the previous files, add it with the number of revision (example: Master Olah Data Suhu_Rev.1)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
